"GPA","Number_Of_Professional_Connections","Major","Graduation_Year","Height","Number_Of_Credits","Number_Of_Parking_Tickets","HP","GC","predEarnings"
2.78,10,"Professional",1968,70.45,124,3,704.5,244032,11718.9407428571
1.83,16,"Professional",2005,66.41,125,1,1062.56,250625,11814.813394898
2.96,22,"Professional",1998,65.65,121,0,1444.3,241758,11706.9954142857
2.54,6,"Professional",1993,67.48,120,1,404.88,239160,11746.6891261905
2.27,5,"Professional",2011,66.14,120,4,330.7,241320,11767.1168333333
2.73,8,"Professional",1966,65.17,121,0,521.36,237886,11729.0069404762
2.88,65,"Professional",2005,67.85,121,0,4410.25,242605,11718.9477157143
3.39,25,"Professional",1985,67.19,120,0,1679.75,238200,11665.0650568247
2.52,8,"Professional",2001,70.12,123,2,560.96,246123,11750.9677285714
3.06,3,"Professional",2009,67.42,120,1,202.26,241080,11700.9264142857
2.01,5,"Professional",1982,65.66,122,7,328.3,241804,11785.0994880953
2.47,15,"Professional",2002,69.7,121,0,1045.5,242242,11751.0638519048
2.34,64,"Professional",1994,70.26,121,1,4496.64,241274,11764.0608214286
3,16,"Professional",1986,67.65,122,1,1082.4,242292,11705.9628785715
2.46,19,"Professional",1984,67.77,126,2,1287.63,249984,11751.2733903727
2.57,23,"Professional",1974,67.2,122,0,1545.6,240828,11742.7252606538
1.97,25,"Professional",1963,69.62,121,2,1740.5,237523,11797.5255714286
2.24,2,"Professional",2006,68.66,120,1,137.32,240720,11770.4943781122
1.58,21,"Professional",2013,66.54,121,1,1397.34,243573,11834.4145285715
2.28,12,"Professional",1972,65.75,120,0,789,236640,11774.2103178232
2.77,7,"Professional",2003,67.6,121,2,473.2,242363,11725.0638714286
3.32,34,"Professional",1995,65.57,120,0,2229.38,239400,11671.83145
2.62,68,"Professional",1963,69.45,121,0,4722.6,237523,11736.2209238095
3.12,21,"Professional",1989,69.11,120,0,1451.31,238680,11690.3776585253
2.91,17,"Professional",1986,67.51,123,1,1147.67,244278,11712.3239847619
1.5,2,"Professional",1995,67.68,123,2,135.36,245385,11839.5881385714
2.14,12,"Professional",1968,65.34,124,0,784.08,244032,11785.7218619048
2.82,25,"Professional",2010,70.51,125,1,1762.75,251250,11719.5093357143
2.64,5,"Professional",1967,67.25,126,0,336.25,247842,11739.042476087
2.57,52,"Professional",2009,68.47,123,2,3560.44,247107,11741.7569785715
2.83,9,"Professional",2007,68.3,121,0,614.7,242847,11720.2789785714
1.76,32,"Professional",2014,68.37,123,1,2187.84,247722,11816.6882828572
2.42,15,"Professional",1970,70.06,122,0,1050.9,240340,11758.5847857014
2.48,16,"Professional",2014,62.2,123,1,995.2,247722,11750.7740899878
2.48,3,"Professional",1993,68.54,121,0,205.62,241153,11751.3306704762
2.98,3,"Professional",1971,71.54,121,1,214.62,238491,11703.0906154761
1.92,17,"Professional",1971,67.81,127,1,1152.77,250317,11804.4105333333
2.9,21,"Professional",1986,67.74,121,3,1422.54,240306,11714.7392321429
1.92,11,"Professional",1963,65.08,120,0,715.88,235560,11806.6642823809
2.06,4,"Professional",1979,68.6,122,0,274.4,241438,11787.4938933334
2.36,7,"Professional",1981,64.85,120,0,453.95,237720,11763.7177223809
2.08,6,"Professional",1997,65.16,130,1,390.96,259610,11760.1405530612
1.64,6,"Professional",1966,67.44,121,1,404.64,237886,11836.6930357143
2.51,28,"Professional",2006,67.9,121,2,1901.2,242726,11747.7205309524
2.41,6,"Professional",1988,67.92,124,1,407.52,246512,11756.9858319841
2.41,11,"Professional",1973,69.79,121,0,767.69,238733,11760.2086036191
2.88,32,"Professional",1980,68.93,120,2,2205.76,237600,11715.1461780952
2.44,15,"Professional",1997,69.1,125,1,1036.5,249625,11751.8173068132
2.23,2,"Professional",1980,70.83,124,0,141.66,245520,11778.2378369048
3.14,82,"Professional",2000,65.4,121,2,5362.8,242000,11692.4990118012
2.91,41,"Professional",1980,67.95,123,0,2785.95,243540,11710.1869571428
2.3,92,"Professional",1975,65.27,123,1,6004.84,242925,11765.1026714286
3.19,35,"Professional",1991,63.82,121,1,2233.7,240911,11686.1109928572
3.02,4,"Professional",1990,67.03,122,0,268.12,242780,11698.8102
3.69,45,"Professional",1975,68.27,120,0,3072.15,237000,11648.6013285715
1.99,33,"Professional",1969,73.25,121,0,2417.25,238249,11795.4270333333
1.93,3,"Professional",2008,72.27,121,1,216.81,242968,11799.5731928571
2.7,27,"Professional",1970,66.08,128,1,1784.16,252160,11731.5786
2.05,8,"Professional",1996,68.11,125,2,544.88,249500,11792.9349
2.22,5,"Professional",1973,67.63,126,1,338.15,248598,11778.1307246584
3.47,0,"Professional",2012,68.17,123,0,0,247476,11670.2297190476
1.73,78,"Professional",2005,64.95,121,1,5066.1,242605,11815.8932977551
2.47,69,"Professional",1967,68.22,121,0,4707.18,238007,11748.9907690476
2.72,31,"Professional",2010,67.69,122,0,2098.39,245220,11726.3083004497
2.36,2,"Professional",1977,62.92,121,1,125.84,239217,11760.8344542208
3.24,8,"Professional",1968,71.77,124,0,574.16,244032,11676.7026714286
2.58,10,"Professional",1970,67.23,121,3,672.3,238370,11743.3586928572
1.81,19,"Professional",1963,69.52,120,1,1320.88,235560,11813.7057396826
2.96,51,"Professional",2014,69.78,122,0,3558.78,245708,11710.4086357143
2.48,17,"Professional",1991,68.29,124,3,1160.93,246884,11751.1896428571
2.48,2,"Professional",1979,67.02,122,0,134.04,241438,11751.1528638095
2.35,1,"Professional",2007,69.97,121,0,69.97,242847,11762.2487290476
3.26,6,"Professional",2003,67.38,130,0,404.28,260390,11664.1931619048
2.74,1,"Professional",2006,67.84,121,0,67.84,242726,11725.9316916667
2.7,29,"Professional",1979,70.19,121,1,2035.51,239459,11728.9822555839
3.23,10,"Professional",1973,69.24,121,0,692.4,238733,11675.6658928572
3.03,7,"Professional",1989,67.89,121,1,475.23,240669,11693.949615
2.45,1,"Professional",1964,67.96,123,1,67.96,241572,11755.0096666666
2.38,7,"Professional",2011,64.94,120,1,454.58,241320,11760.6347814286
2.01,5,"Professional",1995,66.29,121,0,331.45,241395,11796.9761195238
2.22,5,"Professional",1961,70.68,120,0,353.4,235320,11782.3144504762
2.67,2,"Professional",1973,68.09,120,2,136.18,236760,11735.3151285714
2.14,26,"Professional",1986,68.07,120,1,1769.82,238320,11783.9126417461
2.06,5,"Professional",1978,66.58,120,1,332.9,237360,11796.2167577381
2.07,45,"Professional",1964,64.12,124,3,2885.4,243536,11790.3269428571
2.09,31,"Professional",1979,69.27,120,1,2147.37,237480,11789.8885952381
2.57,12,"Professional",1989,69.04,121,0,828.48,240669,11741.7486815419
2.71,9,"Professional",1965,72.32,125,2,650.88,245625,11728.3895380952
2.04,70,"Professional",1981,65.82,129,0,4607.4,255549,11781.6867761905
2.73,4,"Professional",1995,65.53,127,1,262.12,253365,11732.2024631746
2.52,2,"Professional",1991,67.57,121,0,135.14,240911,11747.029135
3.38,18,"Professional",2014,70.69,120,1,1272.42,241680,11676.0938857143
2.35,17,"Professional",1991,70.96,122,1,1206.32,242902,11762.8509820823
2.23,23,"Professional",1963,69.3,121,1,1593.9,237523,11775.974792316
2.59,10,"Professional",2011,69.28,122,1,692.8,245342,11740.7159857143
1.85,3,"Professional",2011,70.24,121,1,210.72,243331,11810.7379761905
2.01,7,"Professional",1995,66.72,121,1,467.04,241395,11799.959702381
3.05,45,"Professional",2011,70.52,120,1,3173.4,241320,11700.0474
2.19,50,"Professional",1973,67.61,121,1,3380.5,238733,11780.9046571429
2.27,2,"Professional",1967,70.22,121,1,140.44,238007,11772.0262071428
2.4,6,"Professional",2002,71.68,121,2,430.08,242242,11760.2782071429
2.32,18,"Professional",1990,69.83,121,1,1256.94,240790,11769.3173945269
2.46,2,"Professional",2012,69.67,124,4,139.34,249488,11755.9092547619
2.65,20,"Professional",1982,66.47,121,0,1329.4,239822,11733.7192806682
3,22,"Professional",2006,68.15,123,0,1499.3,246738,11703.0342714286
3.13,9,"Professional",1970,65.99,123,1,593.91,242310,11688.8615785714
3.17,32,"Professional",2012,70.06,120,0,2241.92,241440,11691.0241571429
2.84,13,"Professional",2001,67.4,120,0,876.2,240120,11718.5466402381
2.42,8,"Professional",1991,68.37,122,1,546.96,242902,11758.207494026
2.65,6,"Professional",2011,66.22,122,0,397.32,245342,11734.8831112245
3.3,15,"Professional",2014,64.06,120,1,960.9,241680,11676.7900614286
2.67,8,"Professional",2012,67.76,121,1,542.08,243452,11734.1398614719
2.34,23,"Professional",1965,68.13,121,1,1566.99,237765,11767.991637384
3.2,11,"Professional",1979,65.52,123,0,720.72,243417,11680.8002285714
3.2,2,"Professional",1999,68.63,121,1,137.26,241879,11683.126425
3.02,19,"Professional",2001,69.37,123,1,1318.03,246123,11705.4637285715
2.17,6,"Professional",2002,65.73,121,1,394.38,242242,11781.7567465646
3.34,25,"Professional",1979,69.73,122,1,1743.25,241438,11672.5075571429
2.27,11,"Professional",1966,67.88,121,2,746.68,237886,11773.7378571429
2.06,5,"Professional",1972,69.56,120,0,347.8,236640,11786.6127742857
2.61,3,"Professional",1992,69.17,120,1,207.51,239040,11737.3343607143
3.24,54,"Professional",1991,66.01,122,1,3564.54,242902,11684.3649357143
2.43,45,"Professional",1992,71.28,124,0,3207.6,247008,11753.5473738095
2.59,45,"Professional",1974,65.91,123,1,2965.95,242802,11738.34935
2.72,26,"Professional",1962,70.89,121,0,1843.14,237402,11725.757602381
2.53,71,"Professional",1987,67,123,0,4757,244401,11745.4199857143
2.22,44,"Professional",1970,69.9,121,1,3075.6,238370,11779.1689404762
2.6,6,"Professional",1990,65.18,120,0,391.08,238800,11737.5333476314
2,17,"Professional",1997,69.93,125,2,1188.81,249625,11795.5993671429
2.38,5,"Professional",1967,68.04,121,0,340.2,238007,11761.6618098095
3.02,32,"Professional",1978,68.05,120,3,2177.6,237360,11702.8724464286
2.71,26,"Professional",2000,70.45,121,0,1831.7,242000,11727.1139571429
2.81,45,"Professional",1981,67.89,121,0,3055.05,239701,11720.7616214286
2.56,3,"Professional",2004,68.41,121,0,205.23,242484,11741.7938295578
2.95,6,"Professional",1992,68.46,122,1,410.76,243024,11704.3699659524
2.92,56,"Professional",2010,67.07,120,0,3755.92,241200,11714.2459907143
2.9,19,"Professional",1983,70.08,124,1,1331.52,245892,11710.1644028571
1.92,13,"Professional",2014,71.85,124,1,934.05,249736,11796.4428485714
2.29,19,"Professional",1975,67.49,121,0,1282.31,238975,11771.0910821444
2.12,14,"Professional",1971,69.42,121,1,971.88,238491,11784.6526285715
2.92,1,"Professional",1988,68.37,120,0,68.37,238560,11709.7498109524
2.52,32,"Professional",2007,67.27,123,0,2152.64,246861,11742.5248214286
2.69,4,"Professional",1994,68.24,121,1,272.96,241274,11730.1952056349
2.74,0,"Professional",1988,69.87,121,0,0,240548,11726.1888416667
3.25,52,"Professional",1991,69.33,121,2,3605.16,240911,11683.7023285714
2.89,15,"Professional",1994,71.03,120,1,1065.45,239280,11712.0224714286
1.38,6,"Professional",1969,67.82,124,1,406.92,244156,11855.8653119048
2.95,41,"Professional",1981,65.86,125,2,2700.26,247625,11709.8358713251
2.61,9,"Professional",2001,64.66,121,0,581.94,242121,11735.6006052721
1.62,48,"Professional",2000,71.42,120,0,3428.16,240000,11826.6694952381
2.61,28,"Professional",1988,65.37,122,0,1830.36,242536,11736.9901154496
2.93,46,"Buisness",1962,69.32,121,0,3188.72,237402,10201.0004738095
1.66,22,"Buisness",1976,71.73,120,2,1578.06,237120,10010.2700826531
2.45,1,"Buisness",1982,69.23,122,2,69.23,241804,10084.3126190476
2.2,10,"Buisness",1988,68.4,121,2,684,240548,9974.75357142857
1.97,64,"Buisness",1990,70.07,121,1,4484.48,240790,10002.0509904762
2.57,9,"Buisness",2002,67.66,123,1,608.94,246246,9946.23332857143
2.84,29,"Buisness",2010,68.94,123,0,1999.26,247230,10096.8973880952
2.36,13,"Buisness",1966,66.79,125,1,868.27,245750,9912.58339285714
2.39,0,"Buisness",1970,68.79,122,0,0,240340,9954.10583333333
3.18,32,"Buisness",1986,67.46,124,0,2158.72,246264,10059.1173809524
2.77,13,"Buisness",1992,68.95,122,1,896.35,243024,10009.9920857143
2.28,2,"Buisness",2004,70.47,120,0,140.94,240480,10003.5810428571
1.97,13,"Buisness",2012,71.76,120,0,932.88,241440,9981.01345238095
2.54,49,"Buisness",1960,69.49,121,0,3405.01,237160,10111.327118254
2.88,9,"Buisness",1966,70.9,122,1,638.1,239852,9944.37381428571
2.63,31,"Buisness",1970,67.87,120,1,2103.97,236400,10074.8632439776
2.69,8,"Buisness",1972,70.4,120,1,563.2,236640,9953.59832969188
2.7,16,"Buisness",1976,72.57,120,2,1161.12,237120,10011.7135511204
3.2,48,"Buisness",1980,65.42,121,1,3140.16,239580,10123.9649785714
2.8,46,"Buisness",1982,67.72,120,3,3115.12,237840,10000.792347619
2.27,32,"Buisness",1988,68.63,121,2,2196.16,240548,10042.9641571429
1.74,6,"Buisness",1990,70.49,123,0,422.94,244770,9925.63983809524
2.71,29,"Buisness",1994,66.54,125,0,1929.66,249250,10053.5330769231
3.41,11,"Buisness",1996,68.35,123,1,751.85,245508,10010.6226285714
3.01,14,"Buisness",1966,69.01,121,3,966.14,237886,10120.6828642857
3.92,18,"Buisness",1972,70.36,120,3,1266.48,236640,9984.97327857143
2.81,1,"Buisness",1980,67.28,120,1,67.28,237600,10000.1482773109
2.7,1,"Buisness",1982,66.5,120,1,66.5,237840,9981.71809523809
2.97,4,"Buisness",2006,68.24,120,1,272.96,240720,10080.0455587293
1.99,51,"Buisness",2012,69.84,123,1,3561.84,247476,9970.50553571429
2.14,0,"Buisness",1962,66.51,120,1,0,235440,9954.14722492997
2.11,28,"Buisness",1964,66.6,122,3,1864.8,239608,10086.0172785714
2.58,9,"Buisness",1966,72.09,125,3,648.81,245750,9956.93360238095
2.4,40,"Buisness",1970,66.11,121,2,2644.4,238370,10028.5008214286
2.44,4,"Buisness",1974,67.54,120,0,270.16,236880,9986.35161064426
1.77,16,"Buisness",1982,71.62,125,0,1145.92,247750,9914.87934285714
2.5,7,"Buisness",1988,67.95,121,8,475.65,240548,10009.5033857143
2.51,22,"Buisness",1990,67.26,126,0,1479.72,250740,9934.28707692308
1.75,4,"Buisness",1994,64.72,121,0,258.88,241274,10077.4701952381
2.96,22,"Buisness",2000,65.29,121,2,1436.38,242000,10016.6323809524
3.4,5,"Buisness",2010,67.86,120,2,339.3,241200,9931.81045238095
2.14,27,"Buisness",2014,69.36,122,3,1872.72,245708,10070.5501428571
3.23,67,"Buisness",1964,71.12,121,0,4765.04,237644,10057.7780928571
2.57,8,"Buisness",1968,65.96,121,2,527.68,238128,10127.614797619
2.89,6,"Buisness",1974,73.08,121,1,438.48,238854,10062.2006
2.18,14,"Buisness",1982,67.35,124,1,942.9,245768,9927.04755952381
2.84,2,"Buisness",1990,68.59,121,0,137.18,240790,10039.8204251177
2.95,1,"Buisness",1994,68.88,121,1,68.88,241274,10127.1975968254
2.33,2,"Buisness",2002,68.65,123,0,137.3,246246,10075.3629642857
2.63,57,"Buisness",1980,65.08,123,4,3709.56,243540,9920.07751428571
2.19,34,"Buisness",1982,67.87,135,0,2307.58,267570,10038.5955142857
3.38,30,"Buisness",1984,66.7,121,1,2001,240064,10032.8951785714
2.59,5,"Buisness",1990,68.16,125,0,340.8,248750,9972.17841705913
3.17,10,"Buisness",1992,71.63,125,0,716.3,249000,10089.8940404762
2.5,13,"Buisness",2014,70.06,121,3,910.78,243694,10036.1214598639
3.3,3,"Buisness",1982,68.34,121,1,205.02,239822,10048.901547619
2.34,95,"Buisness",1984,70.66,120,4,6712.7,238080,10054.8747887755
2.14,39,"Buisness",1986,66.97,120,1,2611.83,238320,9916.26926190476
2.34,7,"Buisness",1998,67.83,121,0,474.81,241758,10063.6146428571
1.76,38,"Buisness",2006,64.48,120,1,2450.24,240720,9954.29877662338
2.47,19,"Buisness",2008,69.73,124,0,1324.87,248992,10018.8408571429
3.21,125,"Buisness",2010,61.3,129,1,7662.5,259290,10079.2240166667
3.06,64,"Buisness",2012,67.29,125,1,4306.56,251500,10010.3712857143
2.56,0,"Buisness",1960,66.79,123,0,0,241080,9926.36302380952
2.65,0,"Buisness",1962,65.38,122,1,0,239364,10060.8451809524
2.88,12,"Buisness",1964,65.37,120,0,784.44,235680,9953.5387535014
1.97,12,"Buisness",1968,68.49,120,0,821.88,236160,10016.3412071429
2.37,14,"Buisness",1970,69.9,121,5,978.6,238370,10047.9724285714
2.4,1,"Buisness",1998,63.89,124,0,63.89,247752,10034.107792517
2.85,25,"Buisness",2014,67.67,122,0,1691.75,245708,10001.3799571429
2.25,24,"Buisness",1966,66.54,122,0,1596.96,239852,9992.70208095238
2.19,7,"Buisness",1968,72.18,121,2,505.26,238128,9972.67640714286
2.34,0,"Buisness",1980,68.55,120,1,0,237600,10062.34452493
2.62,7,"Buisness",2000,66.28,124,0,463.96,248000,9956.12297227891
1.74,14,"Buisness",2012,67.89,120,1,950.46,241440,10016.114343083
2.22,11,"Buisness",1960,65.23,121,0,717.53,237160,10104.5509047619
2.18,10,"Buisness",1962,69.24,121,0,692.4,237402,9977.35979047619
2.57,11,"Buisness",1966,65.23,121,2,717.53,237886,10138.39
2.87,13,"Buisness",1970,69.43,127,1,902.59,250190,10011.5508071429
3.06,4,"Buisness",1974,67.93,129,0,271.72,254646,10005.1281115646
2.28,0,"Buisness",1976,70.38,132,1,0,260832,10030.6980190476
2.42,18,"Buisness",1978,65.9,122,1,1186.2,241316,9962.8880952381
2,2,"Buisness",1992,72.41,122,1,144.82,243024,9957.33595
2.45,8,"Buisness",2002,64,124,1,512,248248,9937.53041428571
2.68,6,"Buisness",2004,67.43,123,0,404.58,246492,9984.43313537415
2.63,6,"Buisness",2008,68.77,121,1,412.62,242968,10034.4372380952
2.79,64,"Buisness",2012,68.46,123,2,4381.44,247476,9958.35632857143
2.44,1,"Buisness",1960,68.79,120,2,68.79,235200,10025.0004385354
2.08,16,"Buisness",1966,66.11,125,1,1057.76,245750,9919.86505714286
2.03,25,"Buisness",1968,68.44,120,0,1711,236160,10035.9608285714
3.18,7,"Buisness",1970,65.03,124,1,455.21,244280,10107.7403714286
2.02,12,"Buisness",1984,67.01,120,0,804.12,238080,9963.73021666667
2.37,30,"Buisness",2012,69.79,121,0,2093.7,243452,10049.4861904762
2.13,23,"Buisness",1968,69.46,122,0,1597.58,240096,9924.59041428571
2.78,38,"Buisness",1974,69.03,123,0,2623.14,242802,10025.6409428571
2.45,7,"Buisness",1980,69.46,120,0,486.22,237600,9969.63494397759
2.71,8,"Buisness",1986,68.89,122,2,551.12,242292,9997.7321047619
2.39,8,"Buisness",2006,68.18,125,2,545.44,250750,9909.46886020408
2.47,20,"Buisness",1966,67.42,120,1,1348.4,235920,10049.1389296919
2.56,9,"Buisness",1984,69.62,121,0,626.58,240064,9986.49320442177
1.62,19,"Buisness",1986,66.56,124,0,1264.64,246264,9969.84193571429
2.26,35,"Buisness",1988,69.83,122,1,2444.05,242536,10021.4086142857
2.05,13,"Buisness",1990,67.13,124,1,872.69,246760,9937.98375
2.08,16,"Buisness",1996,67,120,1,1072,239520,9995.1778383211
2.06,43,"Buisness",2004,69.72,122,0,2997.96,244488,9959.5729952381
2.59,3,"Buisness",1964,70.01,122,0,210.03,239608,9982.16805952381
3.05,25,"Buisness",1970,70.11,122,4,1752.75,240340,10016.8132
2.4,32,"Buisness",1978,67.84,128,0,2170.88,253184,9958.01607142857
2.96,47,"Buisness",1980,66.94,125,1,3146.18,247500,10056.7362142857
2.49,51,"Buisness",1982,66.13,122,1,3372.63,241804,10010.0324714286
2.69,20,"Buisness",1984,65.17,125,2,1303.4,248000,9916.99832857143
2.49,12,"Buisness",1986,66.6,122,1,799.2,242292,9966.39671428571
2.42,43,"Buisness",1996,70.44,120,0,3028.92,239520,9994.04510476191
2.08,9,"Buisness",2006,71.99,121,1,647.91,242726,9998.9508
3.09,71,"Buisness",2012,69.93,121,4,4965.03,243452,9930.56298809524
2.02,32,"Buisness",1970,67.2,121,0,2150.4,238370,10070.6476445578
3.08,2,"Buisness",1990,64.67,121,0,129.34,240790,10048.8629230769
2.69,1,"Buisness",2006,63.9,123,0,63.9,246738,10036.8691972789
2.57,13,"Buisness",2014,71.26,121,6,926.38,243694,10068.1542598639
2.55,33,"Buisness",1968,63.35,120,1,2090.55,236160,10011.4315868347
2.98,25,"Buisness",1980,66.15,121,0,1653.75,239580,10024.351088383
2.35,6,"Buisness",1984,71.33,121,2,427.98,240064,10025.85895
2.56,23,"Buisness",1988,70.04,121,0,1610.92,240548,9990.81630952381
2.87,38,"Buisness",1992,66.6,120,0,2530.8,239040,9930.31554285714
2.68,16,"Buisness",2000,71.71,121,2,1147.36,242000,10079.161802381
2.01,5,"Buisness",2006,67.94,120,2,339.7,240720,9998.42412380952
2.22,47,"Buisness",1960,64.99,122,1,3054.53,239120,10069.7090301587
2.26,12,"Buisness",1980,65.18,124,3,782.16,245520,9946.59056666667
3.08,6,"Buisness",1986,66.08,125,1,396.48,248250,10001.98755
2.63,53,"Buisness",1990,63.43,120,1,3361.79,238800,10006.8171595238
2.15,6,"Buisness",1992,67.47,124,1,404.82,247008,9960.63840952381
3.69,11,"Buisness",1996,67.88,122,5,746.68,243512,9965.00316428571
2.76,25,"Buisness",1969,67.89,120,1,1697.25,236280,10070.3937154062
2.41,7,"Buisness",1991,68.76,120,1,481.32,238920,10006.2079855072
2.56,0,"Buisness",1995,68.65,120,1,0,239400,10076.4754902692
2.43,4,"Buisness",2015,68.81,121,0,275.24,243815,9934.92794047619
2.49,7,"Buisness",1967,70.36,121,1,492.52,238007,10000.06
2.16,25,"Buisness",1973,69.1,120,2,1727.5,236760,10012.5371671068
3.09,7,"Buisness",1981,69.35,120,0,485.45,237720,9971.84228571429
2.35,25,"Buisness",1983,70.21,120,4,1755.25,237960,10041.7181690476
2.28,14,"Buisness",1987,69.68,126,3,975.52,250362,9988.65386666667
2.76,2,"Buisness",1999,67.32,120,2,134.64,239880,10116.5693619048
3.01,46,"Buisness",2003,67.57,120,0,3108.22,240360,9928.91346428571
3.07,8,"Buisness",2013,64.79,124,2,518.32,249612,9912.35531258504
2.35,16,"Buisness",1965,72.55,123,0,1160.8,241695,9873.52777857143
2.36,29,"Buisness",1969,69.25,121,2,2008.25,238249,10068.4970785714
1.87,36,"Buisness",1993,69.55,123,1,2503.8,245139,10061.7223071429
2.07,17,"Buisness",1997,67.53,123,0,1148.01,245631,9963.90571428571
2.49,5,"Buisness",1999,68.09,121,0,340.45,241879,10102.7545020408
2.2,11,"Buisness",2001,68.64,124,0,755.04,248124,9912.40491071429
1.99,14,"Buisness",1963,66.7,124,0,933.8,243412,9943.72494047619
1.83,1,"Buisness",1965,68.51,120,0,68.51,235800,10044.7718309524
2.54,6,"Buisness",1975,66.8,120,1,400.8,237000,9991.42037254902
2.5,11,"Buisness",1983,65.88,125,1,724.68,247875,9880.74545714286
2.7,0,"Buisness",1995,69.79,120,2,0,239400,10137.5192666667
2.54,9,"Buisness",1999,67.82,121,1,610.38,241879,10072.7144761905
1.77,4,"Buisness",1971,71.11,121,0,284.44,238491,9998.2334952381
2.84,26,"Buisness",1973,69.5,128,2,1807,252544,10055.2975071429
2.52,11,"Buisness",1975,69.4,121,1,763.4,238975,9975.59384285714
2.09,42,"Buisness",1987,72.04,122,0,3025.68,242414,9969.35245
3.25,36,"Buisness",1995,69.38,125,0,2497.68,249375,10126.8056714286
2.2,30,"Buisness",2005,67.47,120,2,2024.1,240600,10047.429047619
2.34,2,"Buisness",2009,65.43,120,1,130.86,241080,9954.21857165443
3.12,3,"Buisness",2011,65.89,121,0,197.67,243331,9907.60633736264
2.63,9,"Buisness",2013,68.62,120,2,617.58,241560,10034.0614285714
2.19,8,"Buisness",1963,68.37,121,1,546.96,237523,9966.63976190476
2.06,15,"Buisness",1965,70.14,125,2,1052.1,245625,9937.8695
2.25,61,"Buisness",1967,68.58,120,1,4183.38,236040,10063.4959368347
2.64,103,"Buisness",1969,69,123,0,7107,242187,10095.62185
2.16,10,"Buisness",1983,67.35,121,4,673.5,239943,9965.35327142857
2.41,9,"Buisness",1985,68.45,125,0,616.05,248125,9906.78829801151
2.4,24,"Buisness",1987,68.08,124,1,1633.92,246388,9982.10983809524
3,24,"Buisness",1993,67.7,120,2,1624.8,239160,10035.7133333333
1.85,4,"Buisness",2001,66.32,120,2,265.28,240120,9946.42431360544
2.75,23,"Buisness",1963,66.87,124,1,1538.01,243412,10023.7619190476
2.57,32,"Buisness",1965,65.94,123,1,2110.08,241695,10030.3035761905
1.87,29,"Buisness",1967,68.18,120,0,1977.22,236040,10060.2128857143
2.76,22,"Buisness",1975,69.52,121,0,1529.44,238975,10034.3463278388
2.7,1,"Buisness",1983,64.19,120,3,64.19,237960,9994.33008095238
2.35,7,"Buisness",1989,71.46,121,0,500.22,240669,9968.55669217687
3.07,5,"Buisness",2009,66.37,125,1,331.85,251125,9887.84731020408
1.89,56,"Buisness",1963,66.87,120,0,3744.72,235560,10056.3514214286
2.6,1,"Buisness",1971,68.23,122,0,68.23,240462,9979.127
1.76,18,"Buisness",1975,69.44,121,0,1249.92,238975,9967.4447952381
2.03,6,"Buisness",1981,68.76,121,0,412.56,239701,9976.84928435374
1.9,2,"Buisness",1993,67.25,121,0,134.5,241153,10044.3505761905
2.26,18,"Buisness",1977,66.74,120,1,1201.32,237240,10023.7028011204
2.01,14,"Buisness",1993,66.14,120,2,925.96,239160,9955.14744285714
2.78,24,"Buisness",1999,66.54,121,0,1596.96,241879,10047.4316873626
2.48,8,"Buisness",2001,67.82,123,2,542.56,246123,9942.48403571429
2.37,2,"Buisness",2005,64.93,120,0,129.86,240600,10000.5129306122
2.63,32,"Buisness",1977,66.49,121,0,2127.68,239217,10050.36855573
2.05,1,"Buisness",1991,69.19,120,1,69.19,238920,10033.3063664596
2.94,43,"Buisness",1995,69.74,127,0,2998.82,253365,10114.40255
2.84,6,"Buisness",1997,64.89,123,1,389.34,245631,9946.95216666667
2.63,18,"Buisness",2005,68.51,121,0,1233.18,242605,9961.40746474359
1.94,40,"Buisness",2013,65.88,121,1,2635.2,243573,9986.97309523809
2.33,34,"Buisness",1975,69.13,122,1,2350.42,240950,10031.8847714286
2.27,52,"Buisness",1981,67.48,123,0,3508.96,243663,9974.48165238095
2.6,0,"Buisness",1995,68.74,121,0,0,241395,10054.8875917844
2.8,37,"Buisness",2001,71.15,122,2,2632.55,244122,10069.1110142857
2.75,47,"Buisness",2009,69.75,120,0,3278.25,241080,9998.36653571429
3.42,16,"Buisness",1985,68.9,123,1,1102.4,244155,9978.88762857143
2.36,4,"Buisness",1991,68.3,125,1,273.2,248875,9952.30125238095
2.53,65,"Buisness",1995,64.63,120,0,4200.95,239400,10017.03445
2.14,2,"Buisness",1999,67.81,121,0,135.62,241879,10073.8636142857
3.35,65,"Buisness",2005,66.78,120,0,4340.7,240600,9879.46232857143
2.96,43,"Buisness",2013,67.18,120,1,2888.74,241560,9966.2597
3.17,20,"Buisness",1965,68.32,120,1,1366.4,235800,10009.5833106443
2.97,36,"Buisness",1987,67.8,122,4,2440.8,242414,9974.21115
2.52,9,"Buisness",1993,66.08,124,1,594.72,247132,9918.17631428571
1.98,19,"Buisness",1997,66.98,121,0,1272.62,241637,9977.1197
2.71,45,"Buisness",2001,64.79,126,1,2915.55,252126,9971.47628571429
2.54,8,"Buisness",2009,67.31,121,0,538.48,243089,10019.6656734694
2.74,48,"Buisness",1961,68.17,121,1,3272.16,237281,10119.3619714286
2.39,1,"Buisness",1967,66.44,121,1,66.44,238007,10024.4748928571
3.41,13,"Buisness",1969,66.54,124,0,865.02,244156,10057.9342571429
3.13,67,"Buisness",1979,69.58,122,1,4661.86,241438,10062.6756666667
